content,place,year,month,content_token
last good news reduce people put best efforts act earliest,India,2015,September,"['last', 'good', 'news', 'reduce', 'people', 'put', 'best', 'efforts', 'act', 'earliest']"
want reach stars need tackle right lets pledge,India,2015,September,"['want', 'reach', 'stars', 'need', 'tackle', 'right', 'lets', 'pledge']"
prevent preventing construction concrete junglesinsist green buildingsconvert co2c4h4,India,2015,September,"['prevent', 'preventing', 'construction', 'concrete', 'junglesinsist', 'green', 'buildingsconvert', 'co2c4h4']"
millionaires become trillionaires helping reduce investment roof top spvt amprental support disadvantaged,India,2015,September,"['millionaires', 'become', 'trillionaires', 'helping', 'reduce', 'investment', 'roof', 'top', 'spvt', 'amprental', 'support', 'disadvantaged']"
reduced preventing sunlight falling structures canopies round terrace supporting spvt economic,India,2015,September,"['reduced', 'preventing', 'sunlight', 'falling', 'structures', 'canopies', 'round', 'terrace', 'supporting', 'spvt', 'economic']"
guess weve got time either heal ruin even,India,2015,September,"['guess', 'weve', 'got', 'time', 'either', 'heal', 'ruin', 'even']"
says struggling arctic village wakeup call,India,2015,September,"['says', 'struggling', 'arctic', 'village', 'wakeup', 'call']"
impacthorrific,India,2015,September,['impacthorrific']
leadership,India,2015,September,['leadership']
422of tree vs 1 human decrease increase,India,2015,September,"['422of', 'tree', 'vs', '1', 'human', 'decrease', 'increase']"
moinuddowlah cup often referred rainuddowlah invariably rain signs till,India,2015,September,"['moinuddowlah', 'cup', 'often', 'referred', 'rainuddowlah', 'invariably', 'rain', 'signs', 'till']"
politically incorrect dessert called never get way,India,2015,September,"['politically', 'incorrect', 'dessert', 'called', 'never', 'get', 'way']"
save trees save nature save world,India,2015,September,"['save', 'trees', 'save', 'nature', 'save', 'world']"
burning earth,India,2015,September,"['burning', 'earth']"
effects click bad news,India,2015,September,"['effects', 'click', 'bad', 'news']"
structures like bicc r built solar glazing panels power shortage well curtailed,India,2015,September,"['structures', 'like', 'bicc', 'r', 'built', 'solar', 'glazing', 'panels', 'power', 'shortage', 'well', 'curtailed']"
talk often abt president obama,India,2015,September,"['talk', 'often', 'abt', 'president', 'obama']"
100 years totally predictable,India,2015,September,"['100', 'years', 'totally', 'predictable']"
barack obama world make efforts curb still canread,India,2015,September,"['barack', 'obama', 'world', 'make', 'efforts', 'curb', 'still', 'canread']"
yes obama participating survivalist tv show definitely going bring awareness,India,2015,September,"['yes', 'obama', 'participating', 'survivalist', 'tv', 'show', 'definitely', 'going', 'bring', 'awareness']"
world leaders agree cut carbon emissions atun summit changing faster efforts curb globalwarming,India,2015,September,"['world', 'leaders', 'agree', 'cut', 'carbon', 'emissions', 'atun', 'summit', 'changing', 'faster', 'efforts', 'curb', 'globalwarming']"
freakin hot weather salem 11 pm night rainy season,India,2015,August,"['freakin', 'hot', 'weather', 'salem', '11', 'pm', 'night', 'rainy', 'season']"
mindless chopping trees,India,2015,August,"['mindless', 'chopping', 'trees']"
fish deaths linked conditions,India,2015,August,"['fish', 'deaths', 'linked', 'conditions']"
reduce cladding external walls hollow clay tilessolar glazing lease empty homes homeless emiincrease output,India,2015,August,"['reduce', 'cladding', 'external', 'walls', 'hollow', 'clay', 'tilessolar', 'glazing', 'lease', 'empty', 'homes', 'homeless', 'emiincrease', 'output']"
rise much predicted says,India,2015,August,"['rise', 'much', 'predicted', 'says']"
convert concrete jungles green buildings lease homeless emi reduce warmingamp increase gdp,India,2015,August,"['convert', 'concrete', 'jungles', 'green', 'buildings', 'lease', 'homeless', 'emi', 'reduce', 'warmingamp', 'increase', 'gdp']"
troubling reasons focused studying level rise,India,2015,August,"['troubling', 'reasons', 'focused', 'studying', 'level', 'rise']"
missing point cheaper energy energy saving innovations usage innovation less usage less gw,India,2015,August,"['missing', 'point', 'cheaper', 'energy', 'energy', 'saving', 'innovations', 'usage', 'innovation', 'less', 'usage', 'less', 'gw']"
haters gonna hate naysayers gonna nay give shit,India,2015,August,"['haters', 'gon', 'na', 'hate', 'naysayers', 'gon', 'na', 'nay', 'give', 'shit']"
tips,India,2015,August,['tips']
nasa sees unavoidable sea level rise ahead time seriously consider mitigations,India,2015,August,"['nasa', 'sees', 'unavoidable', 'sea', 'level', 'rise', 'ahead', 'time', 'seriously', 'consider', 'mitigations']"
clear present danger world leaders enough,India,2015,August,"['clear', 'present', 'danger', 'world', 'leaders', 'enough']"
sea water rise affect nations tiny low lying ones,India,2015,August,"['sea', 'water', 'rise', 'affect', 'nations', 'tiny', 'low', 'lying', 'ones']"
hed think ill suffocate dima 3 vibes,India,2015,August,"['hed', 'think', 'ill', 'suffocate', 'dima', '3', 'vibes']"
imp step fight international,India,2015,August,"['imp', 'step', 'fight', 'international']"
hazyyyyy amp lazyy dayy,India,2015,August,"['hazyyyyy', 'amp', 'lazyy', 'dayy']"
changing faster adapt,India,2015,August,"['changing', 'faster', 'adapt']"
whew warming5 trillion globalmeltdowncarnage stock markets,India,2015,August,"['whew', 'warming5', 'trillion', 'globalmeltdowncarnage', 'stock', 'markets']"
1119 rainy hot short time winter around time likely hot time,India,2015,August,"['1119', 'rainy', 'hot', 'short', 'time', 'winter', 'around', 'time', 'likely', 'hot', 'time']"
general think indians need far less water droughtlike situations common,India,2015,August,"['general', 'think', 'indians', 'need', 'far', 'less', 'water', 'droughtlike', 'situations', 'common']"
existential challenge join hands tackle issue politics usual,India,2015,August,"['existential', 'challenge', 'join', 'hands', 'tackle', 'issue', 'politics', 'usual']"
alive never reduce hot handle,India,2015,August,"['alive', 'never', 'reduce', 'hot', 'handle']"
leaders want jihad,India,2015,August,"['leaders', 'want', 'jihad']"
mounting concerns amp led people regard trees life saving assets humanity,India,2015,August,"['mounting', 'concerns', 'amp', 'led', 'people', 'regard', 'trees', 'life', 'saving', 'assets', 'humanity']"
island nations talks failure option,India,2015,August,"['island', 'nations', 'talks', 'failure', 'option']"
mate,India,2015,August,['mate']
important understand act accordingly,India,2015,August,"['important', 'understand', 'act', 'accordingly']"
july 2015 hottest month hundred year please safe mother earth,India,2015,August,"['july', '2015', 'hottest', 'month', 'hundred', 'year', 'please', 'safe', 'mother', 'earth']"
kpoampsoftware people could work online enroute back home leave office earlier avoid traffic congestionamp,India,2015,August,"['kpoampsoftware', 'people', 'could', 'work', 'online', 'enroute', 'back', 'home', 'leave', 'office', 'earlier', 'avoid', 'traffic', 'congestionamp']"
amp farmers r committing suicides due unseasonal rains caused nationalise cultivation,India,2015,August,"['amp', 'farmers', 'r', 'committing', 'suicides', 'due', 'unseasonal', 'rains', 'caused', 'nationalise', 'cultivation']"
plant trees make planet healthy prevent save nature nature saves,India,2015,August,"['plant', 'trees', 'make', 'planet', 'healthy', 'prevent', 'save', 'nature', 'nature', 'saves']"
co2 emission solved finally,India,2015,August,"['co2', 'emission', 'solved', 'finally']"
great expectation futurulurus prospective,India,2015,August,"['great', 'expectation', 'futurulurus', 'prospective']"
create sustainable livelihood well address concern 22,India,2015,August,"['create', 'sustainable', 'livelihood', 'well', 'address', 'concern', '22']"
fighting hamstrung huge underinvestment ampd,India,2015,August,"['fighting', 'hamstrung', 'huge', 'underinvestment', 'ampd']"
real challenge facing humanity,India,2015,August,"['real', 'challenge', 'facing', 'humanity']"
green house effect really dangerous letting pollution going subway,India,2015,August,"['green', 'house', 'effect', 'really', 'dangerous', 'letting', 'pollution', 'going', 'subway']"
serious topics world today friends5global warmingpollution kind6terrorism7corruptionpolitics administration,India,2015,August,"['serious', 'topics', 'world', 'today', 'friends5global', 'warmingpollution', 'kind6terrorism7corruptionpolitics', 'administration']"
born cool made hot,India,2015,August,"['born', 'cool', 'made', 'hot']"
foothills himalayas kashmirmelting glaciers causing floods downwards pakistan,India,2015,August,"['foothills', 'himalayas', 'kashmirmelting', 'glaciers', 'causing', 'floods', 'downwards', 'pakistan']"
papa r great nature lover amp eco friendly saved thanku,India,2015,August,"['papa', 'r', 'great', 'nature', 'lover', 'amp', 'eco', 'friendly', 'saved', 'thanku']"
papa r great nature lover amp eco friendly saved thanku,India,2015,August,"['papa', 'r', 'great', 'nature', 'lover', 'amp', 'eco', 'friendly', 'saved', 'thanku']"
proven anthropogenic,India,2015,August,"['proven', 'anthropogenic']"
prithevis hotness identified main cause prithevis hotness much planet earth handle,India,2015,August,"['prithevis', 'hotness', 'identified', 'main', 'cause', 'prithevis', 'hotness', 'much', 'planet', 'earth', 'handle']"
yah wear handsome mask hotness cause,India,2015,August,"['yah', 'wear', 'handsome', 'mask', 'hotness', 'cause']"
ice top peak vanishing controllable live without ac,India,2015,August,"['ice', 'top', 'peak', 'vanishing', 'controllable', 'live', 'without', 'ac']"
reduce cladding external walls buildings solar power generating glazing instead cement plastering,India,2015,August,"['reduce', 'cladding', 'external', 'walls', 'buildings', 'solar', 'power', 'generating', 'glazing', 'instead', 'cement', 'plastering']"
marvel bbc coverage temple blast killing least dozen crater indicates blast else,India,2015,August,"['marvel', 'bbc', 'coverage', 'temple', 'blast', 'killing', 'least', 'dozen', 'crater', 'indicates', 'blast', 'else']"
automatically doswave could subscribe bothered real,India,2015,August,"['automatically', 'doswave', 'could', 'subscribe', 'bothered', 'real']"
happening amp got stem amp issues,India,2015,August,"['happening', 'amp', 'got', 'stem', 'amp', 'issues']"
care clearly reflects mega tree plantation,India,2015,August,"['care', 'clearly', 'reflects', 'mega', 'tree', 'plantation']"
nature campaign gives significant impetus fight,India,2015,August,"['nature', 'campaign', 'gives', 'significant', 'impetus', 'fight']"
guru ji advocatestree plantation means2 reverse warminga major threat 2the existence f planet,India,2015,August,"['guru', 'ji', 'advocatestree', 'plantation', 'means2', 'reverse', 'warminga', 'major', 'threat', '2the', 'existence', 'f', 'planet']"
target tree campaign counter depreciation flora save nature,India,2015,August,"['target', 'tree', 'campaign', 'counter', 'depreciation', 'flora', 'save', 'nature']"
786,India,2015,August,['786']
tree plantation drives conduct vlntrs f dss2 save planet frm n pollution n gv hlthy clean envrnmnt,India,2015,August,"['tree', 'plantation', 'drives', 'conduct', 'vlntrs', 'f', 'dss2', 'save', 'planet', 'frm', 'n', 'pollution', 'n', 'gv', 'hlthy', 'clean', 'envrnmnt']"
youre need talk thing youre,India,2015,August,"['youre', 'need', 'talk', 'thing', 'youre']"
scientist kevin trenberth asks hiatus conversation,India,2015,August,"['scientist', 'kevin', 'trenberth', 'asks', 'hiatus', 'conversation']"
refugee intake inevitable protest,India,2015,August,"['refugee', 'intake', 'inevitable', 'protest']"
salmanselfie mtlb khud ki lenapublichahahahameselfie mtlb khud k lenagets 3hr lecture morality responsibility amp,India,2015,August,"['salmanselfie', 'mtlb', 'khud', 'ki', 'lenapublichahahahameselfie', 'mtlb', 'khud', 'k', 'lenagets', '3hr', 'lecture', 'morality', 'responsibility', 'amp']"
stop,India,2015,August,['stop']
rising even monsoon season effects,India,2015,August,"['rising', 'even', 'monsoon', 'season', 'effects']"
peak plant trees,India,2015,August,"['peak', 'plant', 'trees']"
guru ji always motivates ppls planting trees incarnation month2 save envrnmnt n earth frm,India,2015,August,"['guru', 'ji', 'always', 'motivates', 'ppls', 'planting', 'trees', 'incarnation', 'month2', 'save', 'envrnmnt', 'n', 'earth', 'frm']"
feel moment feat christina aguilera markas badman,India,2015,August,"['feel', 'moment', 'feat', 'christina', 'aguilera', 'markas', 'badman']"
plantation trees reduce protect land earth,India,2015,August,"['plantation', 'trees', 'reduce', 'protect', 'land', 'earth']"
